No errors
No warnings
856 ms
data source=metars
4678 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
OIKB 020000Z 34008KT CAVOK 26/18 Q1005 A2969,OIKB,2020-05-02T00:00:00Z,27.22,56.37,26.0,18.0,340,8,,6.21,29.675198,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
OIKK 020000Z 09004KT CAVOK 10/09 Q1017 A3005,OIKK,2020-05-02T00:00:00Z,30.25,56.97,10.0,9.0,90,4,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1754.0
OIZH 020000Z 17008KT CAVOK 19/09 Q1015 A2998,OIZH,2020-05-02T00:00:00Z,29.47,60.92,19.0,9.0,170,8,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1370.0
CWAE 020000Z 18006KT 15SM FEW060 SCT075 BKN210 14/02 A2997 RMK CU1AC3CI2 WND ESTD SLP156 DENSITY ALT 2500FT,CWAE,2020-05-02T00:00:00Z,50.13,-122.95,14.0,2.0,180,6,,15.0,29.970472,1015.6,,,,,,,,,,FEW,6000,SCT,7500,BKN,21000,,,VFR,,,,,,,,,,,,METAR,658.0
GAKD 020000Z 02006KT 6000 NSC 38/14 Q1011,GAKD,2020-05-02T00:00:00Z,14.48,-11.4,38.0,14.0,20,6,,3.73,29.852362,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,53.0
GABS 020000Z 09009KT 050V110 9999 TS FEW030 FEW033CB 33/17 Q1015 TEMPO 04020G35KT 3500 TSRA,GABS,2020-05-02T00:00:00Z,12.52,-7.95,33.0,17.0,90,9,,6.21,29.970472,,,,,,,,,,TS,FEW,3000,FEW,3300,,,,,VFR,,,,,,,,,,,,SPECI,381.0
GAMB 020000Z 36004KT CAVOK 30/14 Q1011,GAMB,2020-05-02T00:00:00Z,14.52,-4.08,30.0,14.0,360,4,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,272.0
TNCC 020000Z 10013KT 9999 FEW018 27/23 Q1013 NOSIG,TNCC,2020-05-02T00:00:00Z,12.2,-68.97,27.0,23.0,100,13,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
TBPB 020000Z 10017KT 9999 SCT022 27/22 Q1017 NOSIG,TBPB,2020-05-02T00:00:00Z,13.07,-59.48,27.0,22.0,100,17,,6.21,30.029528,,,,,,TRUE,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
GANR 020000Z 08004KT CAVOK 33/05 Q1013,GANR,2020-05-02T00:00:00Z,15.23,-9.58,33.0,5.0,80,4,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
MYGF 020000Z 36007KT 9999 FEW025 SCT250 24/17 A3006,MYGF,2020-05-02T00:00:00Z,26.55,-78.7,24.0,17.0,360,7,,6.21,30.059055,,,,,,,,,,,FEW,2500,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,2.0
CXWB 020000Z AUTO 32009KT M12/M18 RMK AO1 SLP274 T11231184 57002,CXWB,2020-05-02T00:00:00Z,65.88,-89.45,-12.3,-18.4,320,9,,,,1027.4,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,METAR,18.0
OEAB 020000Z 00000KT CAVOK 17/10 Q1023 NOSIG,OEAB,2020-05-02T00:00:00Z,18.22,42.63,17.0,10.0,0,0,,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2084.0
MRPV 020000Z 10010KT 9999 SCT025 SCT200 22/18 A3005 NOSIG,MRPV,2020-05-02T00:00:00Z,9.95,-84.15,22.0,18.0,100,10,,6.21,30.050198,,,,,,TRUE,,,,,SCT,2500,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,994.0
OIAH 020000Z 00000KT 9999 SCT040 18/09 Q1012,OIAH,2020-05-02T00:00:00Z,30.33,50.83,18.0,9.0,0,0,,6.21,29.88189,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,738.0
OITM 020000Z 07010KT CAVOK 10/07 Q1013,OITM,2020-05-02T00:00:00Z,37.35,46.15,10.0,7.0,70,10,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1340.0
OINE 020000Z 00000KT CAVOK 13/11 Q1008,OINE,2020-05-02T00:00:00Z,37.38,55.45,13.0,11.0,0,0,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,130.0
OIBL 020000Z 31004KT CAVOK 27/19 Q1005,OIBL,2020-05-02T00:00:00Z,26.53,54.82,27.0,19.0,310,4,,6.21,29.675198,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
SLCB 020000Z 15003KT 9999 FEW036 19/07 Q1026,SLCB,2020-05-02T00:00:00Z,-17.42,-66.18,19.0,7.0,150,3,,6.21,30.295275,,,,,,,,,,,FEW,3600,,,,,,,VFR,,,,,,,,,,,,METAR,2548.0
VEGT 020000Z 00000KT 3000 BR SCT018 BKN100 24/22 Q1009 NOSIG,VEGT,2020-05-02T00:00:00Z,26.1,91.58,24.0,22.0,0,0,,1.86,29.793306,,,,,,TRUE,,,,BR,SCT,1800,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,54.0
VOTV 020000Z 29005KT 3000 HZ FEW015 28/25 Q1007 NOSIG,VOTV,2020-05-02T00:00:00Z,8.47,76.95,28.0,25.0,290,5,,1.86,29.734253,,,,,,TRUE,,,,HZ,FEW,1500,,,,,,,IFR,,,,,,,,,,,,METAR,8.0
VOMD 020000Z 00000KT 6000 FEW020 27/23 Q1008 NOSIG,VOMD,2020-05-02T00:00:00Z,9.82,78.07,27.0,23.0,0,0,,3.73,29.763779,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,131.0
VOML 020000Z 14003KT 6000 FEW015 27/25 Q1008 NOSIG,VOML,2020-05-02T00:00:00Z,12.97,74.88,27.0,25.0,140,3,,3.73,29.763779,,,,,,TRUE,,,,,FEW,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,103.0
VOMM 020000Z 20005KT 6000 SCT020 29/27 Q1008 NOSIG,VOMM,2020-05-02T00:00:00Z,13.0,80.17,29.0,27.0,200,5,,3.73,29.763779,,,,,,TRUE,,,,,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,16.0
VEGY 020000Z 07005KT 2000 BR FEW020 22/20 Q1007,VEGY,2020-05-02T00:00:00Z,24.75,84.95,22.0,20.0,70,5,,1.24,29.734253,,,,,,,,,,BR,FEW,2000,,,,,,,IFR,,,,,,,,,,,,METAR,116.0
VANP 020000Z 06003KT 4000 HZ SCT020 SCT100 24/17 Q1007 NOSIG,VANP,2020-05-02T00:00:00Z,21.08,79.05,24.0,17.0,60,3,,2.49,29.734253,,,,,,TRUE,,,,HZ,SCT,2000,SCT,10000,,,,,IFR,,,,,,,,,,,,METAR,310.0
VOCI 020000Z 00000KT 3500 BR FEW015 SCT080 26/25 Q1008 NOSIG,VOCI,2020-05-02T00:00:00Z,10.15,76.4,26.0,25.0,0,0,,2.17,29.763779,,,,,,TRUE,,,,BR,FEW,1500,SCT,8000,,,,,IFR,,,,,,,,,,,,METAR,8.0
VOHS 020000Z 24004KT 5000 BR SCT015 SCT100 25/21 Q1011 NOSIG,VOHS,2020-05-02T00:00:00Z,17.23,78.43,25.0,21.0,240,4,,3.11,29.852362,,,,,,TRUE,,,,BR,SCT,1500,SCT,10000,,,,,MVFR,,,,,,,,,,,,METAR,1.0
VOVZ 020000Z 28006KT 4000 BR FEW016 24/23 Q1009 TEMPO 3000 BR,VOVZ,2020-05-02T00:00:00Z,17.75,83.22,24.0,23.0,280,6,,2.49,29.793306,,,,,,,,,,BR,FEW,1600,,,,,,,IFR,,,,,,,,,,,,METAR,5.0
VOTP 020000Z 25004KT 5000 BR FEW020 SCT100 29/25 Q1007,VOTP,2020-05-02T00:00:00Z,13.63,79.55,29.0,25.0,250,4,,3.11,29.734253,,,,,,,,,,BR,FEW,2000,SCT,10000,,,,,MVFR,,,,,,,,,,,,METAR,107.0
VOTR 020000Z 18003KT 5000 BR FEW016 28/25 Q1007 NOSIG,VOTR,2020-05-02T00:00:00Z,10.77,78.72,28.0,25.0,180,3,,3.11,29.734253,,,,,,TRUE,,,,BR,FEW,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,88.0
VIAR 020000Z 09010KT 2100 -TSRA SCT035 FEW040CB BKN100 26/19 Q1005 NOSIG,VIAR,2020-05-02T00:00:00Z,31.7,74.8,26.0,19.0,90,10,,1.3,29.675198,,,,,,TRUE,,,,-TSRA,SCT,3500,FEW,4000,BKN,10000,,,IFR,,,,,,,,,,,,METAR,234.0
VEBS 020000Z 00000KT 3000 BR FEW020 22/22 Q1007 NOSIG,VEBS,2020-05-02T00:00:00Z,20.25,85.82,22.0,22.0,0,0,,1.86,29.734253,,,,,,TRUE,,,,BR,FEW,2000,,,,,,,IFR,,,,,,,,,,,,METAR,46.0
CWRN 020000Z AUTO 16017G22KT 06/06 RMK AO1 PK WND 16025/2323 SLP155 T00640064 58030,CWRN,2020-05-02T00:00:00Z,45.35,-60.98,6.4,6.4,160,17,22,,,1015.5,,TRUE,TRUE,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,METAR,8.0
CWEP 020000Z AUTO 15018G24KT 07/05 RMK AO1 PK WND 15024/2358 SLP129 T00720050 58031,CWEP,2020-05-02T00:00:00Z,46.45,-61.97,7.2,5.0,150,18,24,,,1012.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-3.1,,,,,,,,,,,METAR,11.0
OEBA 020000Z 19007KT CAVOK 21/17 Q1018 NOSIG,OEBA,2020-05-02T00:00:00Z,20.3,41.62,21.0,17.0,190,7,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1656.0
CWBY 020000Z AUTO 14013G19KT 04/04 RMK AO1 3PAST HR 6033 PK WND 14024/2322 SLP064 P0009 T00410035 50149,CWBY,2020-05-02T00:00:00Z,49.82,-64.28,4.1,3.5,140,13,19,,,1006.4,,TRUE,TRUE,,,,,,,,,,,,,,,,0.0,,,,,0.09,,,,,,METAR,53.0
LPLA 020000Z /////KT 9999 -SHRA FEW020 BKN025 17/14 Q1005,LPLA,2020-05-02T00:00:00Z,38.77,-27.1,17.0,14.0,,,,6.21,29.675198,,,,,,,,,,-SHRA,FEW,2000,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,55.0
YAMB 020000Z AUTO 23013KT 9999 // NCD 19/04 Q1014,YAMB,2020-05-02T00:00:00Z,-27.63,152.72,19.0,4.0,230,13,,6.21,29.940945,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28.0
YBHM 020000Z AUTO 15022KT 9999 // NCD 23/13 Q1016,YBHM,2020-05-02T00:00:00Z,-20.35,148.95,23.0,13.0,150,22,,6.21,30.0,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
YBRK 020000Z AUTO 13007KT 090V160 9999 // NCD 21/01 Q1017,YBRK,2020-05-02T00:00:00Z,-23.37,150.47,21.0,1.0,130,7,,6.21,30.029528,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
YBMA 020000Z AUTO 13012KT 9999 // NCD 18/M00 Q1020,YBMA,2020-05-02T00:00:00Z,-20.67,139.47,18.0,0.0,130,12,,6.21,30.11811,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,344.0
YCIN 020000Z AUTO 10010KT 9999 // NCD 25/05 Q1013,YCIN,2020-05-02T00:00:00Z,-17.58,123.83,25.0,5.0,100,10,,6.21,29.911417,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,91.0
YBRM 020000Z AUTO 10013KT 9999 // NCD 25/01 Q1012,YBRM,2020-05-02T00:00:00Z,-17.93,122.22,25.0,1.0,100,13,,6.21,29.88189,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
YFRT 020000Z AUTO 17004KT 9999 // NCD 14/08 Q1027,YFRT,2020-05-02T00:00:00Z,-30.83,128.12,14.0,8.0,170,4,,6.21,30.324802,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,156.0
YMHB 020000Z 22024G34KT 9999 VCSH SCT028 11/05 Q0986 RF00.0/000.0,YMHB,2020-05-02T00:00:00Z,-42.82,147.52,11.0,5.0,220,24,34,6.21,29.114174,,,,,,,,,,VCSH,SCT,2800,,,,,,,VFR,,,,,,,,,,,,SPECI,27.0
YPGV 020000Z AUTO 13014KT 9999 // SCT032 BKN038 OVC043 28/21 Q1011,YPGV,2020-05-02T00:00:00Z,-12.27,136.82,28.0,21.0,130,14,,6.21,29.852362,,,TRUE,,,,,,,,SCT,3200,BKN,3800,OVC,4300,,,VFR,,,,,,,,,,,,METAR,55.0
YPEA 020000Z AUTO 36008KT 9999 // NCD 17/01 Q1019,YPEA,2020-05-02T00:00:00Z,-31.67,116.02,17.0,1.0,360,8,,6.21,30.088583,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,49.0
YRMD 020000Z AUTO 10013KT 9999 // NCD 20/00 Q1018,YRMD,2020-05-02T00:00:00Z,-20.7,143.12,20.0,0.0,100,13,,6.21,30.059055,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,207.0
YPPD 020000Z AUTO 12014KT 9999 // NCD 23/M01 Q1015,YPPD,2020-05-02T00:00:00Z,-20.37,118.62,23.0,-1.0,120,14,,6.21,29.970472,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
YPKG 020000Z AUTO 03009KT 9999 // NCD 12/05 Q1024,YPKG,2020-05-02T00:00:00Z,-30.77,121.45,12.0,5.0,30,9,,6.21,30.236221,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,360.0
DTKA 020000Z 27004KT 9999 SCT020 17/13 Q1019 NOSIG,DTKA,2020-05-02T00:00:00Z,36.98,8.88,17.0,13.0,270,4,,6.21,30.088583,,,,,,TRUE,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
LPMR 020000Z 16003KT 9999 BKN030 17/15 Q1023,LPMR,2020-05-02T00:00:00Z,39.82,-8.87,17.0,15.0,160,3,,6.21,30.206694,,,,,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,54.0
YSCB 020000Z AUTO 31013KT 9999 // BKN024 08/04 Q1005 FM0000 31018G28KT 9999 -SHRA SCT025 FM0000 MOD/SEV TURB BLW 5000FT,YSCB,2020-05-02T00:00:00Z,-35.28,149.17,8.0,4.0,310,13,,6.21,29.675198,,,TRUE,,,,,,,,BKN,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,577.0
LPMT 020000Z 24003KT CAVOK 16/15 Q1023,LPMT,2020-05-02T00:00:00Z,38.7,-9.05,16.0,15.0,240,3,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
VILK 020000Z 09003KT 4000 BR NSC 23/20 Q1007 BECMG 3000 BR,VILK,2020-05-02T00:00:00Z,26.75,80.87,23.0,20.0,90,3,,2.49,29.734253,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,128.0
UMGG 020000Z 07004MPS 9999 BKN047 07/05 Q1010 R10/D NOSIG,UMGG,2020-05-02T00:00:00Z,52.53,31.02,7.0,5.0,70,8,,6.21,29.822834,,,,,,TRUE,,,,,BKN,4700,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
DTTG 020000Z 33006KT CAVOK 20/03 Q1018 NOSIG,DTTG,2020-05-02T00:00:00Z,33.73,9.92,20.0,3.0,330,6,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
DTTX 020000Z 34004KT 19/15 Q1018,DTTX,2020-05-02T00:00:00Z,34.72,10.67,19.0,15.0,340,4,,,30.059055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,23.0
DTTZ 020000Z AUTO 30003KT NCD 24/03 Q1017,DTTZ,2020-05-02T00:00:00Z,33.92,8.08,24.0,3.0,300,3,,,30.029528,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,93.0
OIMQ 020000Z AUTO 03010KT //// // ////// 17/08 Q1013,OIMQ,2020-05-02T00:00:00Z,35.23,58.47,17.0,8.0,30,10,,,29.911417,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1140.0
OIMD 020000Z AUTO 22002KT //// // ////// 17/09 Q1009,OIMD,2020-05-02T00:00:00Z,34.38,58.63,17.0,9.0,220,2,,,29.793306,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1100.0
OIMC 020000Z AUTO 24002KT //// // ////// 18/16 Q1011,OIMC,2020-05-02T00:00:00Z,36.5,61.07,18.0,16.0,240,2,,,29.852362,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,288.0
FMNM 020000Z VRB02KT 9999 FEW020 22/18 Q1014,FMNM,2020-05-02T00:00:00Z,-15.67,46.35,22.0,18.0,0,2,,6.21,29.940945,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
RKNY 020000Z 27019KT 9999 FEW040 SCT200 24/15 Q1008 WS ALL RWY NOSIG,RKNY,2020-05-02T00:00:00Z,38.07,128.67,24.0,15.0,270,19,,6.21,29.763779,,,,,,TRUE,,,,,FEW,4000,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,74.0
RKJB 020000Z 15006KT 9000 FEW012 BKN016 OVC110 21/18 Q1013 NOSIG,RKJB,2020-05-02T00:00:00Z,34.98,126.38,21.0,18.0,150,6,,5.59,29.911417,,,,,,TRUE,,,,,FEW,1200,BKN,1600,OVC,11000,,,MVFR,,,,,,,,,,,,METAR,2.0
RKPC 020000Z 04003KT 6000 NSC 17/15 Q1014 NOSIG,RKPC,2020-05-02T00:00:00Z,33.5,126.48,17.0,15.0,40,3,,3.73,29.940945,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,27.0
OIKQ 020000Z 00000KT 8000 NSC 26/16 Q1005,OIKQ,2020-05-02T00:00:00Z,26.75,55.9,26.0,16.0,0,0,,4.97,29.675198,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,12.0
SGES 020000Z 24005KT 5000 BR FEW025 BKN070 18/18 Q1019,SGES,2020-05-02T00:00:00Z,-25.45,-54.85,18.0,18.0,240,5,,3.11,30.088583,,,,,,,,,,BR,FEW,2500,BKN,7000,,,,,MVFR,,,,,,,,,,,,METAR,849.0
SGAS 020000Z 21008KT 9999 FEW033 BKN070 21/17 Q1020,SGAS,2020-05-02T00:00:00Z,-25.25,-57.52,21.0,17.0,210,8,,6.21,30.11811,,,,,,,,,,,FEW,3300,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,101.0
FACT 020000Z VRB02KT 0100 R01/0500 FG NSC 15/15 Q1017 TEMPO 0500,FACT,2020-05-02T00:00:00Z,-33.97,18.6,15.0,15.0,0,2,,0.06,30.029528,,,,,,,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,42.0
FAHS 020000Z AUTO 19003KT //// // ////// 17/16 Q1024,FAHS,2020-05-02T00:00:00Z,-24.37,31.02,17.0,16.0,190,3,,,30.236221,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,500.0
FALE 020000Z 18002KT CAVOK 12/11 Q1022 NOSIG,FALE,2020-05-02T00:00:00Z,-29.62,31.12,12.0,11.0,180,2,,6.21,30.177166,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,109.0
FAKN 020000Z AUTO 25001KT //// // ////// 16/13 Q1022,FAKN,2020-05-02T00:00:00Z,-25.38,31.1,16.0,13.0,250,1,,,30.177166,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,862.0
FAKM 020000Z AUTO 00000KT //// // ////// 09/06 Q1027,FAKM,2020-05-02T00:00:00Z,-28.8,24.77,9.0,6.0,0,0,,,30.324802,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1192.0
FAMM 020000Z AUTO 12001KT //// // ////// 11/07 Q1027,FAMM,2020-05-02T00:00:00Z,-25.8,25.52,11.0,7.0,120,1,,,30.324802,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1277.0
FAPP 020000Z AUTO 19002KT //// // ////// 12/09 Q1026,FAPP,2020-05-02T00:00:00Z,-23.83,29.45,12.0,9.0,190,2,,,30.295275,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1242.0
FAUT 020000Z AUTO 16001KT //// // ////// 10/09 Q1024,FAUT,2020-05-02T00:00:00Z,-31.52,28.67,10.0,9.0,160,1,,,30.236221,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,732.0
RPLL 020000Z 09005KT 060V170 9999 FEW025 31/22 Q1011 NOSIG RMK A2985,RPLL,2020-05-02T00:00:00Z,14.52,121.0,31.0,22.0,90,5,,6.21,29.852362,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
RPVM 020000Z 02009KT 9999 FEW020 SCT100 BKN300 29/23 Q1011 RMK A2985,RPVM,2020-05-02T00:00:00Z,10.32,123.98,29.0,23.0,20,9,,6.21,29.852362,,,,,,,,,,,FEW,2000,SCT,10000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,10.0
RPMD 020000Z VRB02KT 9999 SCT016 SCT090 BKN260 27/23 Q1010 RMK A2983,RPMD,2020-05-02T00:00:00Z,7.12,125.65,27.0,23.0,0,2,,6.21,29.822834,,,,,,,,,,,SCT,1600,SCT,9000,BKN,26000,,,VFR,,,,,,,,,,,,METAR,18.0
RPLB 020000Z 07011KT 9999 FEW020 31/22 Q1011 NOSIG RMK A2985,RPLB,2020-05-02T00:00:00Z,14.8,120.27,31.0,22.0,70,11,,6.21,29.852362,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
RPLI 020000Z VRB02KT 8000 FEW018 30/25 Q1010 NOSIG RMK A2983,RPLI,2020-05-02T00:00:00Z,18.17,120.52,30.0,25.0,0,2,,4.97,29.822834,,,,,,TRUE,,,,,FEW,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,5.0
RPMZ 020000Z VRB01KT 9999 FEW017 BKN090 29/25 Q1010 RMK A2983,RPMZ,2020-05-02T00:00:00Z,6.92,122.07,29.0,25.0,0,1,,6.21,29.822834,,,,,,,,,,,FEW,1700,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,6.0
LEAB 020000Z 29006KT CAVOK 14/11 Q1024 NOSIG,LEAB,2020-05-02T00:00:00Z,38.95,-1.85,14.0,11.0,290,6,,6.21,30.236221,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,704.0
LEBZ 020000Z AUTO 27004KT CAVOK 15/14 Q1023,LEBZ,2020-05-02T00:00:00Z,38.87,-6.82,15.0,14.0,270,4,,6.21,30.206694,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
LETO 020000Z VRB02KT CAVOK 13/12 Q1022 NOSIG,LETO,2020-05-02T00:00:00Z,40.47,-3.47,13.0,12.0,0,2,,6.21,30.177166,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,608.0
LERT 020000Z AUTO 01001KT 9999 NCD 16/15 Q1022,LERT,2020-05-02T00:00:00Z,36.63,-6.33,16.0,15.0,10,1,,6.21,30.177166,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
OEAH 020000Z 12003KT CAVOK 24/17 Q1007 NOSIG,OEAH,2020-05-02T00:00:00Z,25.27,49.47,24.0,17.0,120,3,,6.21,29.734253,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,172.0
FAPE 020000Z 35006KT CAVOK 14/12 Q1018 NOSIG,FAPE,2020-05-02T00:00:00Z,-33.97,25.6,14.0,12.0,350,6,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
DTTB 020000Z 27004KT 230V310 CAVOK 16/13 Q1019,DTTB,2020-05-02T00:00:00Z,37.25,9.8,16.0,13.0,270,4,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
DTTL 020000Z AUTO VRB02KT NCD 17/13 Q1018,DTTL,2020-05-02T00:00:00Z,36.85,11.07,17.0,13.0,0,2,,,30.059055,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,30.0
DTTK 020000Z VRB02KT CAVOK 20/11 Q1019,DTTK,2020-05-02T00:00:00Z,35.67,10.08,20.0,11.0,0,2,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,68.0
DTTD 020000Z AUTO 31003KT 270V340 NCD 21/05 Q1019,DTTD,2020-05-02T00:00:00Z,32.32,10.4,21.0,5.0,310,3,,,30.088583,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,301.0
LKKB 020000Z 21009KT CAVOK 08/05 Q1005,LKKB,2020-05-02T00:00:00Z,50.12,14.53,8.0,5.0,210,9,,6.21,29.675198,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,286.0
LKLN 020000Z AUTO 00000KT CAVOK 05/04 Q1006,LKLN,2020-05-02T00:00:00Z,49.68,13.27,5.0,4.0,0,0,,6.21,29.704725,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,362.0
NGTA 020000Z 10015G22KT 9999 VCSH FEW018TCU SCT040 BKN300 29/26 Q1007 RMK RR 0.8MM,NGTA,2020-05-02T00:00:00Z,1.37,173.13,29.0,26.0,100,15,22,6.21,29.734253,,,,,,,,,,VCSH,FEW,1800,SCT,4000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,2.0
RJOM 020000Z 29003KT 240V330 9999 FEW040 BKN/// 19/13 Q1015,RJOM,2020-05-02T00:00:00Z,33.82,132.68,19.0,13.0,290,3,,6.21,29.970472,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
